#,NAME,PX,ELONG,ELAT,PMELONG,PMELAT,Gl,Gb,ZZ,XX,YY,ASSOC,DISC.,PSR,NGLT,AGE,
,,(mas),(deg),(deg),(mas/yr),(mas/yr),(deg),(deg),(kpc),(kpc),(kpc),,DATE,TYPE,,(Yr),
198,B0525+21,*,82.786,-1.244,*,*,183.856,-6.896,-0.15,-0.08,9.71,*,1968,*,3,1.48E+06,
199,B0529-66,*,350.48,-87.006,*,*,276.974,-32.763,-26.9,-41.48,3.43,EXGAL:LMC,1983,*,*,9.97E+05,
200,J0532-6639,*,354.774,-87.319,*,*,276.675,-32.481,-26.69,-41.64,3.63,EXGAL:LMC,2006,*,*,1.90E+06,
201,J0532-69,*,305.81,-85.879,*,*,280.333,-32.163,-26.46,-41.39,0.95,EXGAL:LMC,2013,*,*,*,
202,J0533+0402,*,82.98,-19.244,*,*,200.084,-15.326,-0.57,-0.72,10.47,*,1997,*,*,9.54E+07,
203,J0533+6759,*,86.572,44.626,*,*,144.78,18.183,0.75,1.31,10.35,GRS:3FGL_J0534.0+6759[san16],2016,HE,*,5.51E+09,
204,B0531+21,*,84.098,-1.294,*,*,184.558,-5.784,-0.2,-0.16,10.48,SNR:PWN:Crab[ccl+69]&GRS:2FGL_J0534.5+22,1968,HE[cdt69&fhm+69&hjm+70],26,1.26E+03,
205,J0534-6703,*,345.72,-87.451,*,*,277.129,-32.279,-26.54,-41.69,3.29,EXGAL:LMC,2006,*,*,6.78E+04,
206,J0535-66,*,349.962,-87.577,*,*,276.884,-32.197,-26.48,-41.75,3.46,EXGAL:LMC,2013,*,*,*,
207,J0535-6935,*,304.805,-86.185,*,*,280.076,-31.936,-26.29,-41.53,1.12,EXGAL:LMC,2001,*,*,2.76E+05,
208,B0538-75,*,278.924,-80.646,*,*,287.161,-30.821,-0.07,-0.11,8.46,*,1978,*,*,3.42E+07,
209,J0537-69,*,304.297,-86.517,*,*,279.768,-31.73,-26.14,-41.66,1.33,EXGAL:LMC,2013,*,*,*,
210,J0537-6910,*,306.149,-86.657,*,*,279.559,-31.745,-26.15,-41.68,1.48,EXGAL:LMC&SNR:N157B,1998,NRAD,23,4.93E+03,
211,J0538+2817,0.72,85.233,4.936,*,*,179.719,-1.686,-0.04,0.01,9.8,SNR:S147[acj+96],1995,HE[mkz+03],*,6.18E+05,
212,J0540+3207,*,85.85,8.758,*,*,176.719,0.761,0.02,0.08,9.92,*,2006,*,*,1.85E+07,
213,B0540-69,*,301.592,-86.665,*,*,279.717,-31.516,-25.98,-41.76,1.35,EXGAL:LMC&SNR:0540-693,1984,HE[mp85],2,1.67E+03,
214,J0540-7125,*,287.488,-84.835,*,*,282.148,-31.236,-0.29,-0.46,8.4,*,1998,*,*,2.48E+07,
215,J0542-68,*,312.434,-87.612,*,*,278.449,-31.406,-25.9,-41.96,2.27,EXGAL:LMC,2013,*,*,*,
216,B0540+23,*,86.14,0.102,*,*,184.363,-3.318,-0.09,-0.12,10.05,XRS:[pb15],1972,*,*,2.53E+05,
217,J0543-6851,*,301.801,-87.243,*,*,279.125,-31.235,-25.77,-41.96,1.76,EXGAL:LMC,2006,*,*,2.85E+06,
218,J0544+20,*,86.305,-2.555,*,*,186.756,-4.495,-0.1,-0.15,9.77,*,2016,RRAT[dsm+16],*,*,
219,J0545-03,*,85.814,-26.551,*,*,208.094,-16.213,-0.58,-0.93,10.25,*,2015,RRAT,*,*,
220,J0546+2441,*,86.928,1.286,*,*,183.728,-2.045,-0.05,-0.1,10.02,*,2005,*,*,5.89E+06,
221,J0550+09,*,87.584,-13.569,*,*,197.055,-8.774,-0.27,-0.52,10.2,*,2016,RRAT[dsm+16],*,*,
222,J0554+3107,*,88.722,7.695,*,*,179.058,2.697,0,0,8.5,SNR:G179.0+2.6(?)[pga+13]&GRS:3FGL_J0554,2013,NRAD,*,5.17E+04,
223,J0555+3948,*,88.999,16.365,*,*,171.61,7.192,0.14,0.16,9.57,*,2013,*,*,*,
224,J0555-7056,*,275.284,-85.592,*,*,281.46,-30.119,-24.94,-42.13,-0.04,EXGAL:LMC,2006,*,*,2.20E+06,
225,J0557+1550,*,89.399,-7.603,*,*,192.684,-4.309,-0.14,-0.4,10.28,*,2015,*,*,5.51E+09,
226,J0557-2948,*,89.112,-53.242,*,*,235.47,-23.989,-1.74,-3.21,10.71,*,2018,*,*,9.47E+09,
227,B0559-57,*,90.687,-81.387,*,*,266.492,-29.343,-0.27,-0.48,8.53,*,1978,*,*,1.29E+07,
228,B0559-05,0.48,90.564,-28.902,*,*,212.199,-13.481,-0.49,-1.08,10.21,*,1978,*,1,4.82E+06,
229,J0605+3757,*,91.037,14.525,*,*,174.193,8.022,0.03,0.02,8.71,GRS:3FGL_J0605.0+3756[san16],2016,HE,*,9.00E+09,
230,J0608+00,*,92.39,-22.771,*,*,207.445,-9.171,-0.21,-0.59,9.63,*,2013,*,*,*,
231,J0609+16,*,92.224,-6.855,*,*,193.424,-1.504,-0.04,-0.38,10.08,*,2017,*,*,*,
232,J0609+2130,*,92.323,-1.918,*,*,189.192,1.04,0.01,-0.09,9.06,*,2005,*,*,3.76E+09,
233,J0610-2100,*,93.342,-44.417,*,*,227.747,-18.184,-1.02,-2.29,10.58,GRS:2FGL_J0610.3-2059[naa+12],2006,HE[egc+13],*,4.95E+09,
234,J0611+04,*,92.986,-19.31,*,*,204.655,-7.012,-0.2,-0.69,10,*,2016,*,*,*,
235,J0611+1436,*,92.769,-8.798,*,*,195.378,-2.004,-0.03,-0.24,9.36,*,2017,*,1,1.07E+06,
236,J0611+30,*,92.45,6.851,*,*,181.624,5.496,0.1,-0.03,9.57,*,1996,*,*,*,
237,B0609+37,*,92.623,13.95,5,5,175.45,9.093,0.08,0.04,9.02,*,1985,*,*,7.94E+07,
238,J0612+37216,*,92.607,13.951,*,*,175.442,9.08,0.17,0.08,9.56,*,2014,*,*,4.70E+07,
239,J0613-0200,1.25,93.799,-25.407,2.13,-10.29,210.413,-9.305,-0.13,-0.39,9.16,GRS:2FGL_J0613.8-0200[naa+12],1995,HE,1,5.06E+09,
240,J0613+3731,*,92.699,14.119,*,*,175.336,9.239,0.03,0.02,8.69,*,2014,*,*,3.02E+06,
241,B0611+22,0.28,93.299,-0.899,*,*,188.795,2.394,0.15,-0.55,12.03,*,1972,*,*,8.93E+04,
242,J0614-3329,1.1,95.411,-56.871,*,*,240.501,-21.827,-0.23,-0.51,8.79,GRS:2FGL_J0614.1-3329[naa+12],2011,HE,*,2.84E+09,
243,J0614+83,*,90.819,59.804,*,*,130.353,25.833,1.59,2.51,10.63,*,2014,*,*,*,
244,J0621+0336,*,95.617,-19.723,*,*,206.246,-5.058,-0.15,-0.75,10.02,*,2013,*,*,5.91E+08,
245,J0621+1002,*,95.405,-13.295,*,*,200.57,-2.013,-0.01,-0.15,8.89,*,1996,*,*,9.67E+09,
246,J0621+2514,*,94.791,1.883,*,*,187.12,5.073,0.15,-0.2,10.12,GRS:3FGL_J0621.0+2514[san16],2016,HE,*,1.74E+09,
247,J0621-55,*,105.641,-79.241,*,*,264.804,-26.411,-0.17,-0.34,8.53,*,2018,RRAT,*,*,
248,J0622+3749,*,94.52,14.468,*,*,175.877,10.958,0,0,8.5,GRS:2FGL_J0621.9+3750,2012,NRAD,*,2.08E+05,
249,J0623+0340,*,96.301,-19.641,*,*,206.497,-4.459,-0.11,-0.61,9.73,*,2013,*,*,1.10E+08,
250,B0621-04,*,96.855,-27.709,0.3,*,213.792,-8.036,-0.27,-1.07,10.1,*,1978,*,*,1.98E+07,
251,J0625+10,*,96.502,-13.027,*,*,200.878,-0.956,-0.03,-0.58,10.03,*,1996,*,*,*,
252,J0627+0649,*,97.22,-16.433,*,*,204.166,-2.085,-0.07,-0.73,10.13,*,2013,*,*,3.23E+06,
253,J0627+0706,*,97.165,-16.158,*,*,203.902,-1.991,-0.08,-0.93,10.59,*,2003,*,*,2.53E+05,
254,J0627+16,*,96.583,-7.084,*,*,195.793,2.124,0.07,-0.52,10.36,*,2009,RRAT,*,*,
255,J0628+0909,*,97.28,-14.105,*,*,202.19,-0.851,-0.03,-0.67,10.14,*,2006,RRAT,*,3.59E+07,
256,B0626+24,0.32,96.629,0.989,*,*,188.817,6.223,0.34,-0.48,11.57,*,1978,*,*,3.78E+06,
257,J0630-0046,*,98.336,-23.988,*,*,211.22,-5.02,-0.18,-1.08,10.29,*,2013,*,*,2.88E+06,
258,J0630+19,*,97.092,-3.638,*,*,193.071,4.303,0.07,-0.22,9.45,*,2016,*,*,*,
259,B0628-28,3.01,100.958,-51.725,*,*,236.952,-16.758,-0.09,-0.26,8.67,XRS:RX_J0630.8-2834[bjk+05],1969,HE[to05],*,2.77E+06,
260,J0631+0646,*,98.252,-16.441,*,*,204.678,-1.238,0,0,8.5,GRS:3FGL_J0631.6+0644[aaa+15],2017,NRAD,*,4.86E+05,
261,J0631+1036,*,97.921,-12.606,*,*,201.219,0.45,0.02,-0.76,10.46,GRS:2FGL_J0631.5+1035[naa+12],1996,HE[tsn+01&waa+10],14,4.36E+04,
262,J0633+0632,*,98.748,-16.641,*,*,205.093,-0.932,-0.02,-0.57,9.73,GRS:2FGL_J0633.7+0633[naa+12]&XRS:Swift_,2009,NRAD,*,5.92E+04,
263,J0633+1746,6.4,98.105,-5.431,*,*,195.134,4.266,0.01,-0.05,8.68,GRS:2CG195+04(Geminga)&GRS:2FGL_J0633.9+,1992,HE,1,3.42E+05,
264,J0633-2015,*,100.723,-43.383,*,*,229.26,-12.968,-0.83,-2.72,10.84,*,2006,*,*,1.35E+07,
265,J0635+0533,*,99.218,-17.604,*,*,206.151,-1.043,0,0,8.5,OPT:Be-star,2000,NRAD,*,*,
266,J0636-3044,*,103.584,-53.847,*,*,239.683,-16.344,-0.2,-0.59,8.84,*,2019,*,*,*,
267,J0636-4549,*,107.745,-68.703,*,*,254.547,-21.547,-0.14,-0.34,8.59,*,2006,*,*,9.91E+06,
268,J0636+5129,0.9,96.363,28.243,3.7,-2,163.909,18.643,0.07,0.06,8.69,XRS:[ska+16]&GRS:[sbc+19],2014,HE[sbc+19],*,1.32E+10,
269,J0641+07,*,100.577,-15.329,*,*,204.882,1.252,0.03,-0.53,9.64,*,2018,RRAT[ttm+18],*,*,
270,J0645+5158,0.8,98.059,28.853,2.19,-7.25,163.963,20.251,0.43,0.32,9.63,XRS:[ska+16],2014,*,*,2.85E+10,
271,J0645+80,*,93.576,56.854,*,*,133.945,26.465,2.34,3.38,11.76,*,2014,*,*,*,
272,J0646+0905,*,101.83,-13.866,*,*,204.271,3.051,0.13,-1.03,10.79,*,2013,*,*,1.95E+07,
273,J0647+0913,*,102.007,-13.715,*,*,204.233,3.277,0.15,-1.09,10.93,*,2013,*,*,3.05E+06,
274,J0652-0142,*,104.357,-24.5,*,*,214.538,-0.613,-0.02,-1.32,10.41,*,2013,*,*,9.60E+07,
275,J0653+4706,*,99.842,24.112,*,*,169.261,19.765,0.31,0.16,9.34,GRS:[bph+17a],2017,HE,*,*,
276,B0643+80,*,93.912,57.608,*,*,133.178,26.828,1.06,1.53,9.93,*,1982,*,*,5.07E+06,
277,J0656-2228,*,108.6,-45.005,*,*,233.655,-8.982,-0.25,-1.29,9.45,*,2006,*,*,7.27E+08,
278,J0656-5449,*,127.044,-76.428,*,*,264.795,-21.141,-0.13,-0.34,8.53,*,2009,*,*,9.09E+07,
279,J0658+0022,*,105.766,-22.269,*,*,213.374,1.688,0.07,-1.3,10.47,*,2013,*,*,9.75E+05,
280,B0656+14,3.47,104.644,-8.444,*,*,201.108,8.258,0.04,-0.1,8.77,SNR:Monogem_Ring[tbb+03]&GRS:2FGL_J0659.,1978,HE[chmm89&rfk+96&srg+97&w,2,1.11E+05,
281,B0655+64,*,98.683,41.32,-6,-8,151.551,25.237,0.17,0.18,8.83,*,1978,*,*,4.52E+09,
282,J0702-4956,*,123.345,-71.573,*,*,260.19,-18.723,-0.17,-0.5,8.59,*,2015,*,*,*,
283,J0709+0458,*,108.069,-17.381,*,*,210.498,6.2,0.13,-0.61,9.53,*,2019,*,*,1.43E+09,
284,J0709-5923,*,145.809,-79.404,*,*,270.029,-20.899,-0.13,-0.35,8.5,*,2009,*,*,6.10E+07,
285,J0711+0931,*,108.111,-12.797,*,*,206.674,8.776,0.18,-0.52,9.53,*,2000,*,*,4.81E+07,
286,J0711-6830,*,204.061,-82.889,*,*,279.531,-23.28,-0.04,-0.1,8.48,*,1997,*,*,5.84E+09,
287,J0719-2545,*,116.748,-47.369,*,*,238.934,-5.826,-1,-8.36,13.54,*,2006,*,*,2.12E+06,
288,J0720-3125,2.8,119.063,-52.86,*,*,244.158,-8.165,-0.06,-0.36,8.67,XRS:RX_J0720.4-3125&OPT:[kva07],1997,XINS&NRAD,*,1.90E+06,
289,J0721-2038,*,116.18,-42.236,*,*,234.669,-2.922,-0.14,-2.18,10.05,*,2013,*,*,5.60E+09,
290,J0725-1635,*,116.203,-38.122,*,*,231.473,-0.33,-0.02,-2.17,10.23,*,1996,*,*,7.26E+07,
291,J0726-2612,*,119.168,-47.493,*,*,240.079,-4.644,-0.23,-2.51,9.94,XRS:1RXS_J072559.8-261229[skk11],2006,*,*,1.86E+05,
292,J0729-1448,*,117.054,-36.177,*,*,230.392,1.424,0.07,-2.06,10.21,*,2002,*,5,3.52E+04,
293,B0727-18,0.5,118.061,-39.895,*,*,233.76,-0.341,-0.01,-1.61,9.68,GRS:[sbc+19],1978,HE[sbc+19],2,4.26E+05,
294,J0732+2314,*,111.188,1.496,*,*,195.931,19.035,0.38,-0.3,9.55,*,2019,*,*,1.08E+10,
295,J0733-2345,*,120.716,-44.746,*,*,238.713,-2.03,-0.15,-3.57,10.67,*,2006,*,*,4.99E+06,
296,J0734-1559,*,118.729,-37.108,*,*,231.969,1.858,0,0,8.5,GRS:3FGL_J0734.7-1558[aaa+15],2011,NRAD,*,2.03E+05,
297,J0736-6304,*,172.388,-79.254,*,*,274.881,-19.153,-0.03,-0.09,8.49,*,2010,RRAT,*,5.07E+05,
298,J0737-2202,*,121.526,-42.837,*,*,237.685,-0.318,-0.02,-2.59,10.14,*,2002,*,*,9.28E+05,
299,J0737-3039A,0.87,124.645,-51.199,*,*,245.236,-4.505,-0.09,-1,8.96,*,2003,HE[cgm+07&gkj+13],*,2.04E+08,
300,J0737-3039B,0.87,124.645,-51.199,*,*,245.236,-4.505,-0.09,-1,8.96,*,2004,*,*,4.92E+07,
301,B0736-40,*,130.289,-60.75,*,*,254.193,-9.192,-0.26,-1.52,8.93,*,1968,*,*,4.32E+06,
302,J0738+6904,*,102.519,46.699,*,*,146.593,29.377,0.55,0.54,9.31,*,2014,*,*,4.01E+06,
303,J0740+41,*,109.931,19.359,*,*,178.179,26.329,0.23,0.01,8.96,*,2014,*,*,*,
304,J0740+6620,2.3,103.759,44.103,-2.7,-32.5,149.73,29.599,0.21,0.19,8.83,*,2014,HE[lsg+15],*,3.75E+09,
305,B0740-28,*,125.334,-48.714,*,*,243.773,-2.444,-0.09,-1.79,9.38,GRS:2FGL_J0742.4-2821[naa+12],1973,HE,7,1.57E+05,
306,J0742+43,*,109.757,21.854,*,*,175.55,27.192,0.74,0.11,9.93,*,2019,*,*,*,
307,B0743-53,*,147.84,-72.046,*,*,266.63,-14.275,-0.14,-0.55,8.53,*,1978,*,*,1.25E+06,
308,J0746-4529,*,137.345,-64.596,*,*,259.203,-10.103,-0.14,-0.78,8.65,*,2006,*,*,2.65E+06,
309,J0747+6646,*,104.54,44.697,*,*,149.218,30.283,0.94,0.82,9.88,*,2014,*,*,9.52E+06,
310,J0749-4247,*,135.962,-61.924,*,*,257.066,-8.349,-0.08,-0.54,8.62,*,1996,*,*,1.78E+07,
311,J0749-68,*,204.319,-79.338,*,*,281.031,-20.014,-0.04,-0.1,8.48,*,2018,*,*,*,
312,J0750+57,*,107.938,35.261,*,*,160.557,30.327,0.82,0.47,9.82,*,2014,*,*,*,
313,J0751+1807,0.82,116.334,-2.808,*,*,202.73,21.086,0.4,-0.4,9.46,GRS:2FGL_J0751.1+1809[naa+12],1995,HE[wob+04&aaa+09f],*,7.08E+09,
314,J0753-0816,*,122.408,-28.628,*,*,227.607,9.771,0.29,-1.25,9.64,*,2019,*,*,*,
315,B0751+32,*,114.377,11.487,*,*,188.187,26.721,0.66,-0.19,9.79,*,1978,*,*,2.12E+07,
316,B0756-15,*,125.714,-35.308,*,*,234.464,7.224,0.34,-2.19,10.06,*,1978,*,1,6.68E+06,
317,J0802-09,*,125.144,-29.711,*,*,230.065,10.786,0.16,-0.63,9.02,*,2018,*,*,*,
318,J0804-3647,*,136.611,-55.314,*,*,253.331,-2.872,-0.17,-3.21,9.46,*,2013,*,*,8.25E+06,
319,J0806+08,*,121.897,-11.734,*,*,213.92,20.334,0.64,-0.97,9.94,*,2013,*,*,*,
320,J0806-4123,*,140.554,-59.393,*,*,257.426,-4.983,0,0,8.5,XRS:RX_J0806.4-4123[hmp98]&OPT:[kkvh11],2004,XINS&NRAD,*,3.24E+06,
321,J0807-5421,*,157.075,-70.441,*,*,268.727,-11.594,-0.18,-0.87,8.52,*,2012,*,*,2.21E+07,
322,J0808-3937,*,139.813,-57.659,*,*,256.134,-3.759,-0.17,-2.52,9.12,*,2013,*,*,3.42E+07,
323,B0808-47,*,148.073,-64.935,*,*,263.301,-7.957,-0.9,-6.38,9.25,*,1978,*,*,2.82E+06,
324,J0811+37,*,116.721,17.021,*,*,183.676,31.217,0.19,-0.02,8.81,*,2017,*,*,*,
325,J0812-3905,*,140.752,-56.858,*,*,256.111,-2.811,-0.29,-5.65,9.9,*,2013,*,*,1.70E+08,
326,J0813+22,*,120.776,2.083,*,*,200.909,27.48,1.13,-0.78,10.53,*,2019,*,*,*,
327,B0809+74,2.31,104.198,52.71,*,*,139.998,31.618,0.23,0.24,8.78,*,1968,*,*,1.22E+08,
328,J0815+0939,*,123.814,-9.898,*,*,213.626,22.95,0.97,-1.27,10.41,*,2005,*,*,7.35E+07,
329,J0818-3049,*,137.765,-48.673,*,*,249.983,2.908,0.02,-0.4,8.65,*,2013,*,*,2.09E+07,
330,J0818-3232,*,138.566,-50.311,*,*,251.358,1.875,0.02,-0.45,8.65,*,2006,*,*,4.55E+07,
331,B0818-13,0.51,131.395,-32.381,*,*,235.89,12.595,0.41,-1.54,9.54,*,1970,*,*,9.32E+06,
332,J0820-3826,*,143.091,-55.576,*,*,256.523,-1.032,-0.07,-3.98,9.45,*,2013,*,*,8.10E+05,
333,J0820-3921,*,143.709,-56.43,*,*,257.261,-1.583,-0.1,-3.49,9.29,*,2006,*,*,1.40E+06,
334,B0818-41,*,145.004,-58.176,*,*,258.749,-2.734,-0.03,-0.56,8.61,*,1978,*,*,3.87E+08,
335,J0821-4221,*,146.424,-59.053,*,*,259.825,-3.137,-0.32,-5.7,9.52,*,2006,*,*,1.81E+06,
336,J0821-4300,*,147.067,-59.613,*,*,260.382,-3.473,-0.13,-2.17,8.87,SNR:PUPPIS_A&XRS:RX_J0822-4300,2009,NRAD,*,1.93E+08,
337,B0820+02,0.4,127.651,-16.897,*,*,221.988,21.245,0.91,-1.56,10.23,*,1978,*,*,1.31E+08,
338,J0824+0028,*,128.359,-18.294,*,*,223.577,20.789,0.6,-1.09,9.64,*,2013,*,*,1.06E+09,
339,B0823+26,2.01,122.598,7.243,*,*,196.964,31.743,0.26,-0.12,8.9,*,1968,HE[bwt+04],*,4.92E+06,
340,J0827+53,*,115.486,32.781,*,*,165.47,35.647,0.91,0.32,9.74,*,2019,*,*,*,
341,B0826-34,*,142.599,-51.176,*,*,253.965,2.561,0.02,-0.34,8.6,*,1978,*,*,2.94E+07,
342,J0831-4406,*,151.128,-59.765,*,*,262.285,-2.694,-0.28,-5.82,9.29,*,2003,*,*,3.86E+06,
343,J0834-4159,*,150.05,-57.674,*,*,260.886,-1.042,-0.1,-5.44,9.37,*,2003,*,*,4.32E+05,
344,J0834-60,*,179.039,-72.11,*,*,276.075,-11.924,-0.02,-0.1,8.49,*,2001,*,*,*,
345,J0835-3707,*,146.511,-53.236,*,*,257.076,1.99,0.02,-0.54,8.62,*,2001,*,*,8.77E+05,
346,B0833-45,3.5,153.37,-60.362,*,*,263.552,-2.787,-0.01,-0.28,8.53,SNR:Vela&GRS:2FGL_J0835.3-4510[naa+12]&G,1968,HE[hg73&tfko75],19,1.13E+04,
347,J0836-4233,*,151.103,-58.01,*,*,261.537,-1.107,-0.07,-3.57,9.03,*,2012,*,*,8.86E+06,
348,B0834+06,*,130.043,-11.977,*,*,219.721,26.272,0.08,-0.11,8.63,*,1968,*,*,2.97E+06,
349,J0837-24,*,140.433,-41.582,*,*,247.453,9.799,4.25,-22.75,17.95,*,2011,RRAT,*,*,
350,B0835-41,*,150.641,-57.044,*,*,260.904,-0.336,-0.01,-1.48,8.74,*,1968,*,*,3.37E+06,
351,J0838-2621,*,141.321,-43.005,*,*,248.807,8.981,0.64,-3.78,9.96,*,2006,*,*,1.25E+08,
352,J0838-3947,*,149.523,-55.343,*,*,259.606,0.928,0.08,-5.01,9.42,*,2001,*,*,3.32E+07,
353,J0839-66,*,198.493,-74.404,*,*,281.441,-14.927,-0.12,-0.43,8.41,*,2019,*,*,*,
354,B0839-53,*,165.813,-66.727,*,*,270.774,-7.143,-0.07,-0.57,8.49,*,1978,*,*,6.98E+06,
355,B0840-48,*,159.56,-62.856,*,*,267.182,-4.101,-0.22,-3.09,8.65,*,1978,*,*,1.07E+06,
356,J0843+0719,*,131.32,-10.455,*,*,219.4,28.223,0.98,-1.16,9.91,*,2006,*,*,*,
357,J0843-5022,*,161.851,-63.996,*,*,268.496,-4.898,-0.13,-1.56,8.54,*,2001,*,*,1.92E+07,
358,B0844-35,*,148.736,-50.882,*,*,257.19,4.71,0.04,-0.52,8.62,*,1978,*,*,1.10E+07,
359,J0847-4316,*,155.326,-57.592,*,*,263.444,0.158,0.02,-6.51,9.25,*,2006,RRAT,*,7.90E+05,
360,J0848+16,*,130.068,-1.044,*,*,210.06,33.305,1.25,-0.95,10.15,*,2013,*,*,*,
361,J0849-6322,*,189.781,-72.134,*,*,279.433,-12.171,-0.08,-0.37,8.44,*,2001,*,*,7.37E+06,
362,B0841+80,*,102.426,58.89,*,*,132.654,31.462,1.72,2.07,10.41,*,1985,*,*,5.69E+07,
363,B0853-33,*,150.185,-48.215,*,*,256.847,7.517,0.07,-0.48,8.61,*,1978,*,*,3.18E+06,
364,J0855-4644,*,161.025,-59.832,*,*,266.967,-1.004,-0.1,-5.63,8.8,SNR:RX_J0852.0-4622(?)[rm05],2003,*,*,1.41E+05,
365,J0855-4658,*,161.205,-60.055,*,*,267.116,-1.193,-0.29,-13.72,9.19,*,2003,*,*,6.69E+05,
366,B0855-61,*,186.493,-70.508,*,*,278.575,-10.427,-0.07,-0.36,8.45,*,1978,*,*,9.09E+06,
367,J0857+33,*,127.096,15.886,*,*,190.167,39.729,1,-0.21,9.69,*,2019,*,*,*,
368,J0857-4424,*,159.279,-57.643,*,*,265.455,0.82,0.04,-2.82,8.72,*,1998,*,*,2.22E+05,
369,J0900-3144,0.77,150.545,-46.147,*,*,256.162,9.486,0.15,-0.85,8.71,*,2006,*,*,3.60E+09,
370,J0901-4624,*,162.387,-58.989,*,*,267.404,-0.004,0,-3.03,8.64,*,2001,*,*,8.00E+04,
371,B0901-63,*,192.119,-70.903,*,*,280.39,-11.082,-0.07,-0.35,8.44,*,1978,*,*,9.78E+07,
372,B0903-42,*,159.747,-55.585,*,*,265.075,2.859,0.03,-0.67,8.56,*,1978,*,*,8.10E+06,
373,B0904-74,*,229.645,-73.272,*,*,289.738,-18.32,-0.33,-0.94,8.16,*,1978,*,*,1.88E+07,
374,J0905-4536,*,162.59,-57.966,*,*,267.239,1.011,0.03,-1.96,8.59,*,1996,*,*,1.05E+08,
375,J0905-5127,*,169.641,-62.668,*,*,271.632,-2.853,-0.07,-1.33,8.46,*,1996,*,*,2.20E+05,
376,J0905-6019,*,185.082,-68.934,*,*,278.222,-8.816,-0.06,-0.35,8.45,*,2012,*,*,1.03E+07,
377,B0905-51,*,170.704,-62.92,*,*,272.151,-3.031,-0.02,-0.34,8.49,*,1978,*,*,2.19E+06,
378,B0906-17,*,145.859,-32.416,*,*,246.119,19.85,0.27,-0.69,8.8,*,1978,*,*,9.50E+06,
379,B0906-49,*,167.475,-60.625,*,*,270.265,-1.019,-0.02,-1,8.5,*,1988,*,*,1.12E+05,
380,B0909-71,*,220.019,-72.915,*,*,287.728,-16.256,-0.21,-0.69,8.28,*,1978,*,*,6.48E+07,
381,B0904+77,*,107.016,56.856,*,*,135.325,33.704,0,0,8.5,*,1969,*,*,*,
382,J0912-3851,*,158.644,-51.453,*,*,263.165,6.584,0.04,-0.35,8.54,*,2011,RRAT,*,6.74E+06,
383,J0919-42,*,162.911,-53.602,*,*,266.285,5.274,0.03,-0.33,8.52,*,2015,*,*,*,
384,J0919-6040,*,188.692,-67.745,*,*,279.687,-7.774,-0.05,-0.35,8.44,*,2012,*,*,1.93E+09,
385,B0917+63,*,119.44,44.513,*,*,151.431,40.725,0.65,0.36,9.17,*,1985,*,*,6.89E+06,
386,B0919+06,0.83,140.83,-8.333,*,*,225.42,36.392,0.65,-0.63,9.12,XRS:[pb15],1978,*,1,4.97E+05,
387,J0922-4949,*,171.765,-59.769,*,*,272.237,0.16,0.01,-2.7,8.39,*,2001,*,*,1.54E+05,
388,J0922-52,*,174.488,-61.493,*,*,273.745,-1.415,-0.01,-0.35,8.48,*,2012,*,*,*,
389,J0923-31,*,157.026,-44.263,*,*,259.697,13.003,0.09,-0.36,8.57,*,2010,RRAT,*,*,
390,B0922-52,*,176.453,-62.073,*,*,274.712,-1.93,-0.02,-0.51,8.46,*,1978,*,*,3.33E+05,
391,B0923-58,*,184.891,-65.71,*,*,278.394,-5.595,-0.01,-0.11,8.48,*,1978,*,*,2.38E+06,
392,J0927+2345,*,136.749,8.343,*,*,205.286,44.202,0.76,-0.33,9.21,*,1996,*,*,3.95E+07,
393,J0928+06,*,142.508,-8.212,*,*,226.854,37.601,15.25,-14.45,22.05,*,2013,*,*,*,
394,J0928+30,*,134.763,14.949,*,*,195.838,45.915,1.47,-0.39,9.87,*,2019,*,*,*,
395,J0930-2301,*,153.867,-35.571,*,*,253.932,20.138,8.61,-22.55,15,*,2018,*,*,8.52E+06,
396,J0931-1902,1.2,152.377,-31.777,-0.6,-4.9,250.999,23.054,1.46,-3.24,9.61,*,2015,*,*,2.02E+10,
397,J0932-3217,*,159.532,-43.764,*,*,261.277,14.069,0.1,-0.39,8.56,*,2001,*,*,1.22E+08,
398,J0932-5327,*,178.976,-61.56,*,*,275.885,-1.375,-0.01,-0.36,8.46,*,2006,*,*,8.31E+06,
399,J0933+32,*,135.046,17.286,*,*,192.974,47.204,1.2,-0.25,9.59,*,2017,*,*,*,
400,J0934-4154,*,167.035,-51.987,*,*,268.361,7.411,0.07,-0.53,8.52,*,2001,*,*,3.36E+07,
401,B0932-52,*,178.597,-60.881,*,*,275.69,-0.7,0,-0.35,8.47,*,1978,*,*,4.92E+06,
402,J0935+33,*,135.156,17.783,*,*,192.376,47.511,1.28,-0.25,9.64,*,2019,*,*,*,
403,J0940-5428,*,182.38,-61.461,*,*,277.51,-1.292,-0.01,-0.38,8.45,*,2001,*,*,4.22E+04,
404,J0941-39,*,166.949,-49.433,*,*,267.795,9.904,0.06,-0.35,8.51,*,2010,RRAT,*,*,
405,J0941-5244,*,180.147,-60.096,*,*,276.446,0.092,0,-0.4,8.46,*,1996,*,*,9.17E+06,
406,B0940-55,*,184.734,-62.341,*,*,278.571,-2.23,-0.01,-0.3,8.46,*,1969,*,*,4.61E+05,
